Id;Label;Greek;Nature;Longitude;Latitude;Source;Target;Port-commodity;Source-a;Target-a;Type;port-port;;;Source-b;Target-b;Port-commodity group;Source-d;Target-d;Commodity groups;Id;Label
;;;;;;1052;2102;;;;;;;;1052;2130;;;;;;
;;;;;;1052;2093;;;;;;;;1052;2115;;;;;;
;;;;;;1052;2089;;;;;;;;1052;2122;;;;;;
;;;;;;1052;2106;;;;;;;;1052;2122;;;;;;
;;;;;;1052;2107;;;;;;;;1052;2124;;;;;;
;;;;;;1052;2108;;;;;;;;1052;2124;;;;;;
;;;;;;1052;2109;;;;;;;;1052;2124;;;;;;
;;;;;;1052;2001;;;;;;;;1052;2001;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1053;Sopatma;;;80.13;11.03;2017;1053;;;;;;;;2127;1053;;;;;;
;;;;;;2085;1053;;;;;;;;2111;1053;;;;;;
;;;;;;2082;1053;;;;;;;;2111;1053;;;;;;
;;;;;;2084;1053;;;;;;;;2111;1053;;;;;;
;;;;;;2102;1053;;;;;;;;2130;1053;;;;;;
;;;;;;2072;1053;;;;;;;;2072;1053;;;;;;
;;;;;;2100;1053;;;;;;;;2116;1053;;;;;;
;;;;;;2071;1053;;;;;;;;2118;1053;;;;;;
;;;;;;2033;1053;;;;;;;;2118;1053;;;;;;
;;;;;;2098;1053;;;;;;;;2118;1053;;;;;;
;;;;;;2030;1053;;;;;;;;2030;1053;;;;;;
;;;;;;2101;1053;;;;;;;;2130;1053;;;;;;
;;;;;;2104;1053;;;;;;;;2122;1053;;;;;;
;;;;;;2032;1053;;;;;;;;2032;1053;;;;;;
;;;;;;1053;2105;;;;;;;;1053;2122;;;;;;
;;;;;;1053;2079;;;;;;;;1053;2079;;;;;;
;;;;;;1053;2102;;;;;;;;1053;2130;;;;;;
;;;;;;1053;2093;;;;;;;;1053;2115;;;;;;
;;;;;;1053;2089;;;;;;;;1053;2122;;;;;;
;;;;;;1053;2106;;;;;;;;1053;2122;;;;;;
;;;;;;1053;2107;;;;;;;;1053;2124;;;;;;
;;;;;;1053;2108;;;;;;;;1053;2124;;;;;;
;;;;;;1053;2109;;;;;;;;1053;2124;;;;;;
;;;;;;1053;2001;;;;;;;;1053;2001;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1054;Taprobane;;;80.56;7.52;1054;2079;;;;;;;;1054;2079;;;;;;
;;;;;;1054;2109;;;;;;;;1054;2124;;;;;;
;;;;;;1054;2026;;;;;;;;1054;2112;;;;;;
;;;;;;1054;2001;;;;;;;;1054;2001;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1055;Ganges;;;89.51;22.28;1055;2026;;;;;;;;1055;2112;;;;;;
;;;;;;1055;2079;;;;;;;;1055;2079;;;;;;
;;;;;;1055;2116;;;;;;;;1055;2127;;;;;;
;;;;;;1055;2089;;;;;;;;1055;2122;;;;;;
;;;;;;2093;1055;;;;;;;;2115;1055;;;;;;
;;;;;;2094;1055;;;;;;;;2115;1055;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1056;Kammoni;;;72.58;21.16;1056;2093;;;;;;;;1056;2115;;;;;;
1057;Thina;;;108.57;34.21;1057;2094;;;;;;;;1057;2115;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Tilordning til produktgruppe;;;;;
2001;Tortoise shell;_______;Commodity;;;;;;;;3,4,6;Animal-product;;;;;2001;;;;;
2002;Ivory;______;Commodity;;;;;;;;4,6;Animal-product;;;;;2002;;;;;
2003;"Egyptian clothing ""for the Barbaroi""";______ _________ ______ __ __ ____¹__ ________;Commodity;;;;;;;;6;Textile;Antagelig en samlebetegnelse;;;;2111;;;;;
2004;Wraps from Arsinoe;____________ ______;Commodity;;;;;;;;6;Textile;;;;;2111;;;;;
2005;Colored cloaks (abollai);_______ _____ _________________ ;Commodity;;;;;;;;6;Textile;;;;;2111;;;;;
2006;Linens;______;Commodity;;;;;;;;6;Textile;;;;;2111;;;;;
2007;double-fringed items;_________;Commodity;;;;;;;;6;Textile;;;;;2111;;;;;
2008;glass stones;______ _<_>___;Commodity;;;;;;;;6,7;Glass;;;;;2116;;;;;
2009;millefiori glass;________;Commodity;;;;;;;;6;Glass;(from Diospolis);;;;2116;;;;;
2010;brass;_________;Commodity;;;;;;;;6;Metal;for onaments and coins;;;;2118;;;;;
2011;copper honey pans(?);_____;Commodity;;;;;;;;6;Metal;for cooking and armlets;;;;2119;;;;;
2012;Iron;_______;Commodity;;;;;;;;6;Metal;spears for hunting and war;;;;2117;;;;;
2013;axes;¹______;Commodity;;;;;;;;6;Tools;;;;;2117;;;;;
2014;adzes;___¹____;Commodity;;;;;;;;6;Tools;;;;;2117;;;;;
2015;knives;________;Commodity;;;;;;;;6;Tools;;;;;2117;;;;;
2016;large, round copper drinking vessel;¹______ _____ _________ ______;Commodity;;;;;;;;6;Tableware;;;;;2119;;;;;
2017;[Roman] money;________ / _____;Commodity;;;;;;;;6;Money;For the resident foreigners;;;;2120;;;;;
2018;Silverware;__________;Commodity;;;;;;;;6;Tableware;For the king;;;;2119;;;;;
2019;Goldware;_________;Commodity;;;;;;;;6;Tableware;For the King;;;;2119;;;;;
2020;Kaunakai [heavy cloaks];________;Commodity;;;;;;;;6;Textile;"""with no adornment and modest in price""";;;;2111;;;;;
2021;Steel;_______;Commodity;;;;;;;;6;metal;"""indikos""";;;;2114;;;;;
2022;monache [cotton cloth];______;Commodity;;;;;;;;6;textiles;;;;;2114;;;;;
2023;sagmatogene [cotton cloth];____________;Commodity;;;;;;;;6;textiles;;;;;2114;;;;;
2024;girdles;¹_________;Commodity;;;;;;;;6;textiles;;;;;2111;;;;;
2025;molochinon;________;Commodity;;;;;;;;6;textiles;(cotton?);;;;2114;;;;;
2026;cotton-garments;________;Commodity;;;;;;;;6;textiles;;;;;2112;;;;;
2027;Lac-dye;______ __________;Commodity;;;;;;;;6;pigments;;;;;2120;;;;;
2028;Rhinoceros-horn;_________;Commodity;;;;;;;;6;animal-product;;;;;2028;;;;;
2029;Olives (unripe);_______;Commodity;;;;;;;;7;foodstuff(?);;;;;2123;;;;;
2030;Wine;_____;Commodity;;;;;;;;6,7;foodstuff;;;;;2030;;;;;
2031;Olive oil;______;Commodity;;;;;;;;6;foodstuff;;;;;2126;;;;;
2032;Grain;_____;Commodity;;;;;;;;7;foodstuff;;;;;2032;;;;;
2033;Tin;__________;Commodity;;;;;;;;7;Metal;;;;;2118;;;;;
2034;Aromatics;_______;Commodity;;;;;;;;7;Aromatics;;;;;2121;;;;;
2035;Myrrh;______;Commodity;;;;;;;;7;Aromatics;;;;;2121;;;;;
2036;Tunics;_______;Commodity;;;;;;;;8;Textiles;;;;;2111;;;;;
2037;Cloaks;_____;Commodity;;;;;;;;8;Textiles;;;;;2111;;;;;
2038;Drinking-vessels;¹______;Commodity;;;;;;;;8;Glass? ;Glass, metall eller keramikk?;;;;2119;;;;;
2039;Frankincense;_______;Commodity;;;;;;;;8;Aromatics;;;;;2121;;;;;
2040;Cassia;___[_]__;Commodity;;;;;;;;8;Aromatics;;;;;2121;;;;;
2041;Duaka;______;Commodity;;;;;;;;8;Aromatics;;;;;2121;;;;;
2042;Kankamon;________;Commodity;;;;;;;;8;Aromatics;;;;;2121;;;;;
2043;Makeir;______;Commodity;;;;;;;;8;Aromatics;;;;;2121;;;;;
2044;Slaves;_¹_____;Commodity;;;;;;;;8;Humans;;;;;2044;;;;;
2045;Mokrotu;________;Commodity;;;;;;;;9;Aromatics;en type incense (thymiama);;;;2121;;;;;
2046;Ironware;______;Commodity;;;;;;;;10;tools?;;;;;2118;;;;;
2047;precious stones;_____;Commodity;;;;;;;;10;mineral;;;;;2123;;;;;
2048;gizeir;;Commodity;;;;;;;;12;Aromatics;;;;;2121;;;;;
2049;asyphe;;Commodity;;;;;;;;12;Aromatics;;;;;2121;;;;;
2050;aroma;;Commodity;;;;;;;;12;Aromatics;;;;;2121;;;;;
2051;magla;;Commodity;;;;;;;;12;Aromatics;;;;;2121;;;;;
2052;moto;;Commodity;;;;;;;;12;Aromatics;;;;;2121;;;;;
2053;awls;_¹____;Commodity;;;;;;;;17;Tools;;;;;2117;;;;;
2054;Nautilus shell;___¹____;Commodity;;;;;;;;17;animal-product;;;;;2054;;;;;
2055;Rice;_____;Commodity;;;;;;;;14;foodstuffs;;;;;2055;;;;;
2056;Ghee;________;Commodity;;;;;;;;14;foodstuffs;;;;;2126;;;;;
2057;sesame oil;______ _________;Commodity;;;;;;;;14;foodstuffs;;;;;2126;;;;;
2058;cane sugar;_______;Commodity;;;;;;;;14;foodstuffs;;;;;2122;;;;;
2059;purple cloth;¹______;Commodity;;;;;;;;24;textiles;________ ___ ______;;;;2113;;;;;
2060;Arab sleeved clothing;_________ ________ __________;Commodity;;;;;;;;24;textiles;;;;;2111;;;;;
2061;saffron;______;Commodity;;;;;;;;24;plant-product;;;;;2128;;;;;
2062;cyperus;__¹____;Commodity;;;;;;;;24;plant-product;;;;;2128;;;;;
2063;cloth;_______;Commodity;;;;;;;;24;textiles;MŒ ses i sammenheng med andre typer othonion;;;;2113;;;;;
2064;blankets;_______;Commodity;;;;;;;;24;textiles;;;;;2111;;;;;
2065;unguent;_____;Commodity;;;;;;;;24;Cosmetic / drug;;;;;2128;;;;;
2066;horses;_¹¹__;Commodity;;;;;;;;24;Animal;;;;;2129;;;;;
2067;pack mules;_______ _______;Commodity;;;;;;;;24;Animal;;;;;2129;;;;;
2068;"""expensive clothing""";_________ ¹________;Commodity;;;;;;;;24;Textile;;;;;2111;;;;;
2069;copperware;_____________;Commodity;;;;;;;;24;Tableware;;;;;2119;;;;;
2070;White marble;______;Commodity;;;;;;;;28;;;;;;2070;;;;;
2071;Copper;______;Commodity;;;;;;;;28;;;;;;2118;;;;;
2072;Coral;_________;Commodity;;;;;;;;28;;;;;;2072;;;;;
2073;Storax;______;Commodity;;;;;;;;28;Plant-product;;;;;2128;;;;;
2074;aloe;____;Commodity;;;;;;;;28;Plant;;;;;2121;;;;;
2075;cinnabar;_________;commodity;;;;;;;;30;plant-product;;;;;2120;;;;;
2076;teakwood;_________;commodity;;;;;;;;36;wood;;;;;2125;;;;;
2077;sissoo;_________;commodity;;;;;;;;36;wood;;;;;2125;;;;;
2078;ebony;________;commodity;;;;;;;;36;wood;;;;;2125;;;;;
2079;Pearls;¹______;commodity;;;;;;;;35, 36, 56, 59, 63;animal-product;;;;;2079;;;;;
2080;Native clothing;_________ ____¹___;commodity;;;;;;;;36;textiles;;;;;2111;;;;;
2132;Dates;______;commodity;;;;;;;;36;plant-product;;;;;2117;;;;;
2116;Gold ;______;commodity;;;;;;;;36;metal;;;;;2127;;;;;
2081;Bdellium;______;Commodity;;;;;;;;37;;;;;;2122;;;;;
2082;Plain clothing;_________ ______;Commodity;;;;;;;;39;textiles;;;;;2111;;;;;
2083;Printed clothing;_________ _____;Commodity;;;;;;;;39;textiles;;;;;2111;;;;;
2084;Multicolored textiles;¹_______;Commodity;;;;;;;;39;textiles;;;;;2111;;;;;
2085;Peridot;__________;Commodity;;;;;;;;39;gems;;;;;2123;;;;;
2086;Glassware;____ _____;Commodity;;;;;;;;39;Glass;;;;;2116;;;;;
2087;costus;______;Commodity;;;;;;;;39;plant-product;;;;;2122;;;;;
2088;lykion;___<_>__;Commodity;;;;;;;;39;plant-product;;;;;2122;;;;;
2089;nard;______;Commodity;;;;;;;;39;plant-product;;;;;2122;;;;;
2090;turquoise;_________ _____;Commodity;;;;;;;;39;gems;;;;;2124;;;;;
2091;lapis lazuli;__¹______;Commodity;;;;;;;;39;gems;;;;;2124;;;;;
2092;Chinese pelts;______ _______;Commodity;;;;;;;;39;Animal-product;;;;;2115;;;;;
2093;Chinese cloth;_______ _______;Commodity;;;;;;;;39;textiles;;;;;2115;;;;;
2094;Chinese yarn;____ _______;Commodity;;;;;;;;39;textiles;;;;;2115;;;;;
2095;Indigo;_______ _____;Commodity;;;;;;;;39;pigment;;;;;2120;;;;;
2096;Onyx;_______;Commodity;;;;;;;;48;Gems;;;;;2124;;;;;
2097;Agate;________;Commodity;;;;;;;;48;Gems;;;;;2124;;;;;
2098;Lead;_______;Commodity;;;;;;;;49;Metal;;;;;2118;;;;;
2099;Yellow sweet clover;_________;Commodity;;;;;;;;49;Plant-product;;;;;2123;;;;;
2100;Raw glass;_____ ____;Commodity;;;;;;;;49;Glass;;;;;2116;;;;;
2101;Realgar;_________;Commodity;;;;;;;;49;Mineral;;;;;2130;;;;;
2102;Sulphide of antimony;_____;Commodity;;;;;;;;49;Mineral;;;;;2130;;;;;
2103;Long pepper;¹_¹__<_> ______;Commodity;;;;;;;;49;plant-product;;;;;2122;;;;;
2104;Orpiment;_________;Commodity;;;;;;;;56;mineral;;;;;2122;;;;;
2105;Pepper;¹_¹___;Commodity;;;;;;;;56;plant-product;;;;;2122;;;;;
2106;Malabathron;__________;Commodity;;;;;;;;56;plant-product;;;;;2122;;;;;
2107;Diamonds;______;Commodity;;;;;;;;56;gems;;;;;2124;;;;;
2108;Sapphires;________;Commodity;;;;;;;;56;Gems;;;;;2124;;;;;
2109;Transparent gems;_____ ________;Commodity;;;;;;;;56;Gems;;;;;2124;;;;;
2110;Argaritides;___________;Commodity;;;;;;;;59;Cotton cloth;;;;;2114;;;;;
